,Unnamed: 0,newid,seqno,expname,cost_flag,ref_mo,ref_yr,gift,cost,fam_size,family_income_before_tax,calibration_weight,number_of_earners,interview_month,interview_year,sex_ref,total_expenditure_prior_quarter,total_expenditure_current_quarter,sampling_state,imputed_income_before_tax,division,urban,product_description,region_description,sampling_city,Population_bucket
1515,3391,5361954,28,SUBEXPX,Valid value (unadjusted),February,2024,False,10,1,51296,21876.577,0,March,2024,Male,4963.3333,21655.6667,Arizona,51296.0,Mountain,Urban,"Rental, streaming, and downloading videos",West,Phoenix-Mesa-Scottsdale,1-5 Million
1516,3392,5361954,28,SUBEXPX,Valid value (unadjusted),January,2024,False,10,1,51296,21876.577,0,March,2024,Male,4963.3333,21655.6667,Arizona,51296.0,Mountain,Urban,"Rental, streaming, and downloading videos",West,Phoenix-Mesa-Scottsdale,1-5 Million
1517,3393,5361954,29,SUBEXPX,Valid value (unadjusted),February,2024,False,10,1,51296,21876.577,0,March,2024,Male,4963.3333,21655.6667,Arizona,51296.0,Mountain,Urban,"Rental, streaming, and downloading videos",West,Phoenix-Mesa-Scottsdale,1-5 Million
1518,3394,5361954,29,SUBEXPX,Valid value (unadjusted),January,2024,False,10,1,51296,21876.577,0,March,2024,Male,4963.3333,21655.6667,Arizona,51296.0,Mountain,Urban,"Rental, streaming, and downloading videos",West,Phoenix-Mesa-Scottsdale,1-5 Million
1519,3403,5362284,12,SUBEXPX,Valid value (unadjusted),February,2024,False,14,1,86000,2694.891,1,March,2024,Male,5494.25,10808.5,Alaska,86000.0,Pacific,Urban,"Rental, streaming, and downloading videos",West,Anchorage,100-500 Thousands
1520,3404,5362284,12,SUBEXPX,Valid value (unadjusted),January,2024,False,14,1,86000,2694.891,1,March,2024,Male,5494.25,10808.5,Alaska,86000.0,Pacific,Urban,"Rental, streaming, and downloading videos",West,Anchorage,100-500 Thousands
1521,3408,5362624,30,SUBEXPX,Valid value (unadjusted),February,2024,False,20,2,15305,14590.164,1,March,2024,Female,4276.0,8420.9999,California,51125.0,Pacific,Urban,"Rental, streaming, and downloading videos",West,San Diego-Carlsbad,1-5 Million
1522,3409,5362624,30,SUBEXPX,Valid value (unadjusted),January,2024,False,20,2,15305,14590.164,1,March,2024,Female,4276.0,8420.9999,California,51125.0,Pacific,Urban,"Rental, streaming, and downloading videos",West,San Diego-Carlsbad,1-5 Million
1523,3410,5362624,31,SUBEXPX,Valid value (unadjusted),February,2024,False,22,2,15305,14590.164,1,March,2024,Female,4276.0,8420.9999,California,51125.0,Pacific,Urban,"Rental, streaming, and downloading videos",West,San Diego-Carlsbad,1-5 Million
1524,3411,5362624,31,SUBEXPX,Valid value (unadjusted),January,2024,False,22,2,15305,14590.164,1,March,2024,Female,4276.0,8420.9999,California,51125.0,Pacific,Urban,"Rental, streaming, and downloading videos",West,San Diego-Carlsbad,1-5 Million
1525,3412,5362694,28,SUBEXPX,Valid value (unadjusted),February,2024,False,18,4,98000,21338.051,3,March,2024,Female,44350.3667,9250.7333,California,164496.2,Pacific,Urban,"Rental, streaming, and downloading videos",West,Riverside-San Bernardino-Ontario,1-5 Million
1526,3413,5362694,28,SUBEXPX,Valid value (unadjusted),January,2024,False,18,4,98000,21338.051,3,March,2024,Female,44350.3667,9250.7333,California,164496.2,Pacific,Urban,"Rental, streaming, and downloading videos",West,Riverside-San Bernardino-Ontario,1-5 Million
1527,3414,5362694,29,SUBEXPX,Valid value (unadjusted),February,2024,False,10,4,98000,21338.051,3,March,2024,Female,44350.3667,9250.7333,California,164496.2,Pacific,Urban,"Rental, streaming, and downloading videos",West,Riverside-San Bernardino-Ontario,1-5 Million
1528,3415,5362694,29,SUBEXPX,Valid value (unadjusted),January,2024,False,10,4,98000,21338.051,3,March,2024,Female,44350.3667,9250.7333,California,164496.2,Pacific,Urban,"Rental, streaming, and downloading videos",West,Riverside-San Bernardino-Ontario,1-5 Million
1529,3416,5362704,25,SUBEXPX,Valid value (unadjusted),February,2024,False,15,2,61610,13493.819,0,March,2024,Male,4979.6667,10881.3333,California,61610.0,Pacific,Urban,"Books, digital books, or book subscriptions",West,Riverside-San Bernardino-Ontario,1-5 Million
1530,3417,5362704,25,SUBEXPX,Valid value (unadjusted),January,2024,False,15,2,61610,13493.819,0,March,2024,Male,4979.6667,10881.3333,California,61610.0,Pacific,Urban,"Books, digital books, or book subscriptions",West,Riverside-San Bernardino-Ontario,1-5 Million
1531,3418,5362854,14,SUBEXPX,Valid value (unadjusted),February,2024,False,16,2,73740,42009.401,1,March,2024,Female,4770.3334,8781.6667,District of Columbia,73740.0,South Central,Urban,"Books, digital books, or book subscriptions",South,Washington-Arlington-Alexandria,5+ Million
1532,3419,5362854,14,SUBEXPX,Valid value (unadjusted),January,2024,False,16,2,73740,42009.401,1,March,2024,Female,4770.3334,8781.6667,District of Columbia,73740.0,South Central,Urban,"Books, digital books, or book subscriptions",South,Washington-Arlington-Alexandria,5+ Million
1533,3420,5362944,32,SUBEXPX,Valid value (unadjusted),February,2024,False,10,1,90000,22582.307,1,March,2024,Male,5498.0833,44713.1667,Arizona,90000.0,Mountain,Urban,Streaming and downloading audio,West,Phoenix-Mesa-Scottsdale,1-5 Million
1534,3421,5362944,32,SUBEXPX,Valid value (unadjusted),January,2024,False,10,1,90000,22582.307,1,March,2024,Male,5498.0833,44713.1667,Arizona,90000.0,Mountain,Urban,Streaming and downloading audio,West,Phoenix-Mesa-Scottsdale,1-5 Million
1535,3422,5362944,33,SUBEXPX,Valid value (unadjusted),February,2024,False,16,1,90000,22582.307,1,March,2024,Male,5498.0833,44713.1667,Arizona,90000.0,Mountain,Urban,"Rental, streaming, and downloading videos",West,Phoenix-Mesa-Scottsdale,1-5 Million
1536,3423,5362944,33,SUBEXPX,Valid value (unadjusted),January,2024,False,16,1,90000,22582.307,1,March,2024,Male,5498.0833,44713.1667,Arizona,90000.0,Mountain,Urban,"Rental, streaming, and downloading videos",West,Phoenix-Mesa-Scottsdale,1-5 Million
1537,3436,5363204,19,SUBEXPX,Valid value (unadjusted),February,2024,False,15,4,94200,47999.262,2,March,2024,Female,6858.1667,10336.3333,Maryland,94200.0,South Central,Urban,"Rental, streaming, and downloading videos",South,Washington-Arlington-Alexandria,5+ Million
1538,3437,5363204,19,SUBEXPX,Valid value (unadjusted),January,2024,False,15,4,94200,47999.262,2,March,2024,Female,6858.1667,10336.3333,Maryland,94200.0,South Central,Urban,"Rental, streaming, and downloading videos",South,Washington-Arlington-Alexandria,5+ Million
1539,3444,5363394,46,SUBEXPX,Valid value (unadjusted),February,2024,False,25,4,133000,27424.947,2,March,2024,Female,16944.3552,16713.7104,Minnesota,164801.2,West North Central,Rural,"Rental, streaming, and downloading videos",Midwest,Minneapolis-St. Paul-Bloomington,1-5 Million
1540,3445,5363394,46,SUBEXPX,Valid value (unadjusted),January,2024,False,25,4,133000,27424.947,2,March,2024,Female,16944.3552,16713.7104,Minnesota,164801.2,West North Central,Rural,"Rental, streaming, and downloading videos",Midwest,Minneapolis-St. Paul-Bloomington,1-5 Million
1541,3446,5363394,47,SUBEXPX,Valid value (unadjusted),February,2024,False,15,4,133000,27424.947,2,March,2024,Female,16944.3552,16713.7104,Minnesota,164801.2,West North Central,Rural,"Rental, streaming, and downloading videos",Midwest,Minneapolis-St. Paul-Bloomington,1-5 Million
1542,3447,5363394,47,SUBEXPX,Valid value (unadjusted),January,2024,False,15,4,133000,27424.947,2,March,2024,Female,16944.3552,16713.7104,Minnesota,164801.2,West North Central,Rural,"Rental, streaming, and downloading videos",Midwest,Minneapolis-St. Paul-Bloomington,1-5 Million
1543,3454,5363764,24,SUBEXPX,Valid value (unadjusted),February,2024,False,7,1,135000,6280.269,1,March,2024,Male,6301.5,12592.0001,Hawaii,135000.0,Pacific,Urban,Streaming and downloading audio,West,Honolulu,0.5-1.0 Million
1544,3455,5363764,24,SUBEXPX,Valid value (unadjusted),January,2024,False,7,1,135000,6280.269,1,March,2024,Male,6301.5,12592.0001,Hawaii,135000.0,Pacific,Urban,Streaming and downloading audio,West,Honolulu,0.5-1.0 Million
1545,3456,5363764,25,SUBEXPX,Valid value (unadjusted),February,2024,False,15,1,135000,6280.269,1,March,2024,Male,6301.5,12592.0001,Hawaii,135000.0,Pacific,Urban,"Rental, streaming, and downloading videos",West,Honolulu,0.5-1.0 Million
1546,3457,5363764,25,SUBEXPX,Valid value (unadjusted),January,2024,False,15,1,135000,6280.269,1,March,2024,Male,6301.5,12592.0001,Hawaii,135000.0,Pacific,Urban,"Rental, streaming, and downloading videos",West,Honolulu,0.5-1.0 Million
1547,3458,5363764,26,SUBEXPX,Valid value (unadjusted),February,2024,False,7,1,135000,6280.269,1,March,2024,Male,6301.5,12592.0001,Hawaii,135000.0,Pacific,Urban,"Rental, streaming, and downloading videos",West,Honolulu,0.5-1.0 Million
1548,3459,5363764,26,SUBEXPX,Valid value (unadjusted),January,2024,False,7,1,135000,6280.269,1,March,2024,Male,6301.5,12592.0001,Hawaii,135000.0,Pacific,Urban,"Rental, streaming, and downloading videos",West,Honolulu,0.5-1.0 Million
1549,3460,5363764,27,SUBEXPX,Valid value (unadjusted),January,2024,False,15,1,135000,6280.269,1,March,2024,Male,6301.5,12592.0001,Hawaii,135000.0,Pacific,Urban,Online gaming services,West,Honolulu,0.5-1.0 Million
1550,3461,5363764,28,SUBEXPX,Valid value (unadjusted),February,2024,False,15,1,135000,6280.269,1,March,2024,Male,6301.5,12592.0001,Hawaii,135000.0,Pacific,Urban,Online gaming services,West,Honolulu,0.5-1.0 Million
1551,3466,5363844,17,SUBEXPX,Valid value (unadjusted),February,2024,False,19,1,65000,47026.728,1,March,2024,Female,1488.25,2947.5001,Illinois,65000.0,East North Central,Urban,"Rental, streaming, and downloading videos",Midwest,Chicago-Naperville-Elgin,5+ Million
1552,3467,5363844,17,SUBEXPX,Valid value (unadjusted),January,2024,False,19,1,65000,47026.728,1,March,2024,Female,1488.25,2947.5001,Illinois,65000.0,East North Central,Urban,"Rental, streaming, and downloading videos",Midwest,Chicago-Naperville-Elgin,5+ Million
1553,3468,5363844,18,SUBEXPX,Valid value (unadjusted),February,2024,False,17,1,65000,47026.728,1,March,2024,Female,1488.25,2947.5001,Illinois,65000.0,East North Central,Urban,"Rental, streaming, and downloading videos",Midwest,Chicago-Naperville-Elgin,5+ Million
1554,3469,5363844,18,SUBEXPX,Valid value (unadjusted),January,2024,False,17,1,65000,47026.728,1,March,2024,Female,1488.25,2947.5001,Illinois,65000.0,East North Central,Urban,"Rental, streaming, and downloading videos",Midwest,Chicago-Naperville-Elgin,5+ Million
1555,3470,5363844,19,SUBEXPX,Valid value (unadjusted),February,2024,False,13,1,65000,47026.728,1,March,2024,Female,1488.25,2947.5001,Illinois,65000.0,East North Central,Urban,"Rental, streaming, and downloading videos",Midwest,Chicago-Naperville-Elgin,5+ Million
1556,3471,5363844,19,SUBEXPX,Valid value (unadjusted),January,2024,False,13,1,65000,47026.728,1,March,2024,Female,1488.25,2947.5001,Illinois,65000.0,East North Central,Urban,"Rental, streaming, and downloading videos",Midwest,Chicago-Naperville-Elgin,5+ Million
1557,3472,5363894,15,SUBEXPX,Valid value (unadjusted),February,2024,False,40,2,63000,45300.391,2,March,2024,Male,3390.0,6890.0001,Texas,63000.0,West South Central,Urban,"Rental, streaming, and downloading videos",South,Dallas-Fort Worth-Arlington,5+ Million
1558,3473,5363894,15,SUBEXPX,Valid value (unadjusted),January,2024,False,40,2,63000,45300.391,2,March,2024,Male,3390.0,6890.0001,Texas,63000.0,West South Central,Urban,"Rental, streaming, and downloading videos",South,Dallas-Fort Worth-Arlington,5+ Million
1559,3479,5364184,14,SUBEXPX,Valid value (unadjusted),February,2024,False,20,2,150000,14471.571,1,March,2024,Male,6410.25,11210.5,California,150000.0,Pacific,Urban,Streaming and downloading audio,West,San Francisco-Oakland-Hayward,1-5 Million
1560,3480,5364184,14,SUBEXPX,Valid value (unadjusted),January,2024,False,20,2,150000,14471.571,1,March,2024,Male,6410.25,11210.5,California,150000.0,Pacific,Urban,Streaming and downloading audio,West,San Francisco-Oakland-Hayward,1-5 Million
1561,3481,5364184,15,SUBEXPX,Valid value (unadjusted),February,2024,False,23,2,150000,14471.571,1,March,2024,Male,6410.25,11210.5,California,150000.0,Pacific,Urban,"Rental, streaming, and downloading videos",West,San Francisco-Oakland-Hayward,1-5 Million
1562,3482,5364184,15,SUBEXPX,Valid value (unadjusted),January,2024,False,23,2,150000,14471.571,1,March,2024,Male,6410.25,11210.5,California,150000.0,Pacific,Urban,"Rental, streaming, and downloading videos",West,San Francisco-Oakland-Hayward,1-5 Million
1563,3483,5364184,16,SUBEXPX,Valid value (unadjusted),February,2024,False,15,2,150000,14471.571,1,March,2024,Male,6410.25,11210.5,California,150000.0,Pacific,Urban,"Rental, streaming, and downloading videos",West,San Francisco-Oakland-Hayward,1-5 Million
1564,3484,5364184,16,SUBEXPX,Valid value (unadjusted),January,2024,False,15,2,150000,14471.571,1,March,2024,Male,6410.25,11210.5,California,150000.0,Pacific,Urban,"Rental, streaming, and downloading videos",West,San Francisco-Oakland-Hayward,1-5 Million
1565,3489,5364354,37,SUBEXPX,Valid value (unadjusted),February,2024,False,3,4,24873,20038.527,2,March,2024,Female,4232.4334,7933.8667,California,24679.8,Pacific,Urban,Streaming and downloading audio,West,San Diego-Carlsbad,1-5 Million
1566,3490,5364354,37,SUBEXPX,Valid value (unadjusted),January,2024,False,3,4,24873,20038.527,2,March,2024,Female,4232.4334,7933.8667,California,24679.8,Pacific,Urban,Streaming and downloading audio,West,San Diego-Carlsbad,1-5 Million
1567,3491,5364354,38,SUBEXPX,Valid value (imputed/adjusted),January,2024,False,24,4,24873,20038.527,2,March,2024,Female,4232.4334,7933.8667,California,24679.8,Pacific,Urban,"Rental, streaming, and downloading videos",West,San Diego-Carlsbad,1-5 Million
1568,3492,5364354,40,SUBEXPX,Valid value (unadjusted),February,2024,False,7,4,24873,20038.527,2,March,2024,Female,4232.4334,7933.8667,California,24679.8,Pacific,Urban,"Rental, streaming, and downloading videos",West,San Diego-Carlsbad,1-5 Million
1569,3493,5364354,40,SUBEXPX,Valid value (unadjusted),January,2024,False,7,4,24873,20038.527,2,March,2024,Female,4232.4334,7933.8667,California,24679.8,Pacific,Urban,"Rental, streaming, and downloading videos",West,San Diego-Carlsbad,1-5 Million
1570,3494,5364354,41,SUBEXPX,Valid value (unadjusted),February,2024,False,11,4,24873,20038.527,2,March,2024,Female,4232.4334,7933.8667,California,24679.8,Pacific,Urban,"Rental, streaming, and downloading videos",West,San Diego-Carlsbad,1-5 Million
1571,3495,5364354,41,SUBEXPX,Valid value (unadjusted),January,2024,False,11,4,24873,20038.527,2,March,2024,Female,4232.4334,7933.8667,California,24679.8,Pacific,Urban,"Rental, streaming, and downloading videos",West,San Diego-Carlsbad,1-5 Million
1572,3504,5364654,26,SUBEXPX,Valid value (unadjusted),February,2024,False,16,2,182000,17250.419,2,March,2024,Female,5580.9167,10764.8333,Minnesota,182000.0,West North Central,Urban,"Rental, streaming, and downloading videos",Midwest,Minneapolis-St. Paul-Bloomington,1-5 Million
1573,3505,5364654,26,SUBEXPX,Valid value (unadjusted),January,2024,False,16,2,182000,17250.419,2,March,2024,Female,5580.9167,10764.8333,Minnesota,182000.0,West North Central,Urban,"Rental, streaming, and downloading videos",Midwest,Minneapolis-St. Paul-Bloomington,1-5 Million
1574,3506,5364654,27,SUBEXPX,Valid value (unadjusted),February,2024,False,19,2,182000,17250.419,2,March,2024,Female,5580.9167,10764.8333,Minnesota,182000.0,West North Central,Urban,"Rental, streaming, and downloading videos",Midwest,Minneapolis-St. Paul-Bloomington,1-5 Million
1575,3507,5364654,27,SUBEXPX,Valid value (unadjusted),January,2024,False,19,2,182000,17250.419,2,March,2024,Female,5580.9167,10764.8333,Minnesota,182000.0,West North Central,Urban,"Rental, streaming, and downloading videos",Midwest,Minneapolis-St. Paul-Bloomington,1-5 Million
1576,3508,5364654,28,SUBEXPX,Valid value (unadjusted),February,2024,False,9,2,182000,17250.419,2,March,2024,Female,5580.9167,10764.8333,Minnesota,182000.0,West North Central,Urban,"Rental, streaming, and downloading videos",Midwest,Minneapolis-St. Paul-Bloomington,1-5 Million
1577,3509,5364654,28,SUBEXPX,Valid value (unadjusted),January,2024,False,9,2,182000,17250.419,2,March,2024,Female,5580.9167,10764.8333,Minnesota,182000.0,West North Central,Urban,"Rental, streaming, and downloading videos",Midwest,Minneapolis-St. Paul-Bloomington,1-5 Million
1578,3510,5364734,17,SUBEXPX,Valid value (unadjusted),February,2024,False,14,2,40790,22627.203,0,March,2024,Female,2196.0,7781.0,Minnesota,40790.0,West North Central,Urban,"Books, digital books, or book subscriptions",Midwest,Minneapolis-St. Paul-Bloomington,1-5 Million
1579,3511,5364804,15,SUBEXPX,Valid value (unadjusted),February,2024,False,30,1,0,30187.114,0,March,2024,Female,3043.0,5406.0,New York,2534.4,Middle Atlantic,Urban,"Books, digital books, or book subscriptions",Northeast,New York-Newark-Jersey City,5+ Million
1580,3512,5364804,15,SUBEXPX,Valid value (unadjusted),January,2024,False,30,1,0,30187.114,0,March,2024,Female,3043.0,5406.0,New York,2534.4,Middle Atlantic,Urban,"Books, digital books, or book subscriptions",Northeast,New York-Newark-Jersey City,5+ Million
1581,3513,5364804,16,SUBEXPX,Valid value (unadjusted),February,2024,False,10,1,0,30187.114,0,March,2024,Female,3043.0,5406.0,New York,2534.4,Middle Atlantic,Urban,Streaming and downloading audio,Northeast,New York-Newark-Jersey City,5+ Million
1582,3514,5364804,16,SUBEXPX,Valid value (unadjusted),January,2024,False,10,1,0,30187.114,0,March,2024,Female,3043.0,5406.0,New York,2534.4,Middle Atlantic,Urban,Streaming and downloading audio,Northeast,New York-Newark-Jersey City,5+ Million
1583,3523,5365024,23,SUBEXPX,Valid value (unadjusted),January,2024,False,37,4,77000,42427.965,2,March,2024,Female,4694.75,9879.5,Texas,77000.0,West South Central,Urban,"Rental, streaming, and downloading videos",South,Dallas-Fort Worth-Arlington,5+ Million
1584,3524,5365074,46,SUBEXPX,Valid value (unadjusted),January,2024,False,30,4,205000,15367.413,2,March,2024,Male,11296.9167,24494.8334,Minnesota,205000.0,West North Central,Urban,"Books, digital books, or book subscriptions",Midwest,Minneapolis-St. Paul-Bloomington,1-5 Million
